id;name
-16;Click
-17;High Tom
-18;808 Cowbell
-19;Mid Tom 1
-20;Mid Tom 2
-21;Low Tom 1
-22;Low Tom 2
-23;808 Cymbal
-24;Open Hi-Hat
-25;Closed Hi-Hat
-26;Snare Click
-27;Snare Drum 1
-28;Snare Drum 2
-29;Hand Clap 1
-30;Hand Clap 2
-31;Kick Drum 1
-32;Kick Drum 2
-33;Kick Drum 3
