id;name
-2;Snare Drum 6
-3;Crash Cymbal 4
-4;Snare Drum 5
-5;Ride Bell 2
-6;Ride Cymbal 2
-7;Crash Cymbal 3
-8;Cowbell
-9;Splash Cymbal
-10;Tambourine
-11;Ride Bell 1
-12;Crash Cymbal 2
-13;Ride Cymbal 1
-14;Mid Tom 2
-15;Crash Cymbal 1
-16;Mid Tom 1
-17;Low Tom 4
-18;Loose Hi-Hat
-19;Low Tom 3
-20;Open Hi-Hat
-21;Low Tom 2
-22;Closed Hi-Hat
-23;Low Tom 1
-24;Snare Drum 4
-25;Snare Drum 3
-26;Snare Drum 2
-27;Snare Drum 1
-28;Kick Drum 2
-29;Kick Drum
