id;name
13fefaead755592;Bass
13fefaee40bacaf;Brass
13fefae17715623;Chromatic Percussion
13fefaed4414987;Ensemble
13fefaf5f19a562;Ethnic
13fefae9c8106d7;Guitar
13fa5152eed0672;Miscellaneous
13fefae8e3bf2c5;Organ
13fefb03f42cb8f;Percussion
13fefaf81a1a3cf;Percussive
13fefadfeada756;Piano
13fefaf08896f96;Pipe
13fefaef0ef730a;Reed
13fefaf92a6b73f;Sound Effects
13fefaebab36b90;Strings
13fefaf4541a20a;Synth Effects
13fefaf15baf963;Synth Lead
13fefaf2d917d71;Synth Pad
1406de351b982bc;Video Games
